date_time(UTC:PDT+7),vented_pressure(cm),water_temperature(deg_C),special_conductivity(microSiemens),discharge_flag
2022-07-29 06:30:00,217.38335999999998,12.17,19.05,0
2022-07-29 07:00:00,217.59672,11.96,19.1,0
2022-07-29 07:30:00,218.02344,11.79,19.1,0
2022-07-29 08:00:00,218.32824000000002,11.55,19.15,0
2022-07-29 08:30:00,218.35872,11.44,19.13,0
2022-07-29 09:00:00,218.60255999999998,11.28,19.19,0
2022-07-29 09:30:00,218.694,11.14,19.2,0
2022-07-29 10:00:00,218.60255999999998,11.01,19.24,0
2022-07-29 10:30:00,218.694,10.9,19.29,0
2022-07-29 11:00:00,218.35872,10.79,19.31,0
2022-07-29 11:30:00,218.66352,10.69,19.32,0
2022-07-29 12:00:00,218.26728,10.61,19.33,0
2022-07-29 12:30:00,218.11488,10.5,19.37,0
2022-07-29 13:00:00,218.20632,10.45,19.38,0
2022-07-29 13:30:00,217.59672,10.36,19.42,0
2022-07-29 14:00:00,217.6272,10.31,19.42,0
2022-07-29 14:30:00,217.35288,10.26,19.45,0
2022-07-29 15:00:00,217.23096,10.26,19.51,0
2022-07-29 15:30:00,217.10904000000002,10.31,19.53,0
2022-07-29 16:00:00,216.62136,10.54,19.56,0
2022-07-29 16:30:00,216.62136,10.78,19.63,0
2022-07-29 17:00:00,216.49944,11.08,19.71,0
2022-07-29 17:30:00,216.1032,11.56,19.75,0
2022-07-29 18:00:00,215.98128,11.91,19.9,0
2022-07-29 18:30:00,215.70696,12.45,19.94,0
2022-07-29 19:00:00,215.70696,12.81,20.12,0
2022-07-29 19:30:00,215.37168,13.45,20.22,0
2022-07-29 20:00:00,215.06688,14.01,20.37,0
2022-07-29 20:30:00,214.91448,14.35,20.51,0
2022-07-29 21:00:00,214.884,14.74,20.51,0
2022-07-29 21:30:00,214.51824000000002,15.09,20.58,0
2022-07-29 22:00:00,214.24392,15.12,20.58,0
2022-07-29 22:30:00,214.122,15.4,20.57,0
2022-07-29 23:00:00,214.18296,15.4,20.65,0
2022-07-29 23:30:00,213.93912,15.4,20.67,0
2022-07-30 00:00:00,213.84768,15.23,20.72,0
2022-07-30 00:30:00,213.81719999999999,15.18,20.71,0
2022-07-30 01:00:00,213.78672,15.03,20.72,0
2022-07-30 01:30:00,213.75624,15.03,20.71,0
2022-07-30 02:00:00,213.75624,14.78,20.78,0
2022-07-30 02:30:00,214.03056,14.63,20.79,0
2022-07-30 03:00:00,214.09152,14.44,20.84,0
2022-07-30 03:30:00,214.54872,14.25,20.88,0
2022-07-30 04:00:00,215.1888,14.02,20.92,0
2022-07-30 04:30:00,215.61552,13.85,21.01,0
2022-07-30 05:00:00,216.19464,13.74,20.96,0
2022-07-30 05:30:00,216.408,13.57,21.0,0
2022-07-30 06:00:00,216.89568,13.41,21.13,0
2022-07-30 06:30:00,217.07856,13.35,21.04,0
2022-07-30 07:00:00,217.93200000000002,13.16,21.11,0
2022-07-30 07:30:00,218.72448,13.02,21.1,0
2022-07-30 08:00:00,219.12072,12.74,21.18,0
2022-07-30 08:30:00,219.39504000000002,12.58,21.15,0
2022-07-30 09:00:00,219.42552,12.38,21.19,0
2022-07-30 09:30:00,219.63888000000003,12.2,21.21,0
2022-07-30 10:00:00,219.33408,12.09,21.23,0
2022-07-30 10:30:00,219.33408,12.01,21.26,0
2022-07-30 11:00:00,218.93784,11.95,21.29,0
2022-07-30 11:30:00,218.9988,11.84,21.33,0
2022-07-30 12:00:00,218.63304,11.79,21.32,0
2022-07-30 12:30:00,218.05392,11.65,21.38,0
2022-07-30 13:00:00,217.7796,11.6,21.36,0
2022-07-30 13:30:00,217.56624,11.52,21.38,0
2022-07-30 14:00:00,217.44432,11.41,21.43,0
2022-07-30 14:30:00,217.38335999999998,11.44,21.43,0
2022-07-30 15:00:00,217.20048000000003,11.41,21.44,0
2022-07-30 15:30:00,216.83472,11.44,21.49,0
2022-07-30 16:00:00,216.71280000000002,11.56,21.53,0
2022-07-30 16:30:00,216.34704,11.75,21.57,0
2022-07-30 17:00:00,215.92032,11.97,21.63,0
2022-07-30 17:30:00,215.73744000000002,12.3,21.69,0
2022-07-30 18:00:00,215.49360000000001,12.73,21.76,0
2022-07-30 18:30:00,215.55456,13.11,21.88,0
2022-07-30 19:00:00,215.21928,13.36,22.0,0
2022-07-30 19:30:00,215.12784,13.87,22.07,0
2022-07-30 20:00:00,215.15832,14.21,22.18,0
2022-07-30 20:30:00,215.28024,14.61,22.13,0
2022-07-30 21:00:00,214.85352,14.53,22.13,0
2022-07-30 21:30:00,215.12784,14.39,22.16,0
2022-07-30 22:00:00,214.85352,14.42,22.14,0
2022-07-30 22:30:00,214.82304,14.25,22.18,0
2022-07-30 23:00:00,214.60968000000003,14.25,22.23,0
2022-07-30 23:30:00,214.70112,14.47,22.21,0
2022-07-31 00:00:00,214.64016,14.44,22.26,0
2022-07-31 00:30:00,214.57920000000001,14.36,22.32,0
2022-07-31 01:00:00,214.73160000000001,14.5,22.33,0
2022-07-31 01:30:00,214.73160000000001,14.41,22.39,0
2022-07-31 02:00:00,215.1888,14.3,22.45,0
2022-07-31 02:30:00,215.34120000000001,14.16,22.48,0
2022-07-31 03:00:00,215.49360000000001,14.11,22.49,0
2022-07-31 03:30:00,215.76792,14.05,22.44,0
2022-07-31 04:00:00,215.95080000000002,13.94,22.43,0
2022-07-31 04:30:00,216.13368,13.77,22.47,0
2022-07-31 05:00:00,216.28608,13.66,22.49,0
2022-07-31 05:30:00,216.62136,13.57,22.49,0
2022-07-31 06:00:00,216.74328,13.38,22.54,0
2022-07-31 06:30:00,217.17000000000002,13.27,22.53,0
2022-07-31 07:00:00,217.44432,13.13,22.54,0
2022-07-31 07:30:00,217.84056,12.91,22.6,0
2022-07-31 08:00:00,218.32824000000002,12.8,22.59,0
2022-07-31 08:30:00,218.20632,12.63,22.65,0
2022-07-31 09:00:00,218.41968000000003,12.61,22.64,0
2022-07-31 09:30:00,218.694,12.56,22.65,0
2022-07-31 10:00:00,218.48064,12.42,22.71,0
2022-07-31 10:30:00,218.23680000000002,12.39,22.69,0
2022-07-31 11:00:00,218.20632,12.25,22.73,0
2022-07-31 11:30:00,218.14536,12.23,22.72,0
2022-07-31 12:00:00,217.99296,12.26,22.72,0
2022-07-31 12:30:00,217.74912,12.23,22.74,0
2022-07-31 13:00:00,217.59672,12.17,22.78,0
2022-07-31 13:30:00,217.3224,12.17,22.79,0
2022-07-31 14:00:00,217.20048000000003,12.15,22.82,0
2022-07-31 14:30:00,216.98712,12.12,22.84,0
2022-07-31 15:00:00,216.83472,12.14,22.88,0
2022-07-31 15:30:00,216.62136,12.25,22.91,0
2022-07-31 16:00:00,216.28608,12.38,22.96,0
2022-07-31 16:30:00,216.43848,12.6,22.98,0
2022-07-31 17:00:00,215.92032,12.77,23.02,0
2022-07-31 17:30:00,215.82888000000003,13.1,23.09,0
2022-07-31 18:00:00,215.43264,13.34,23.27,0
2022-07-31 18:30:00,215.49360000000001,13.87,23.28,0
2022-07-31 19:00:00,215.15832,14.09,23.42,0
2022-07-31 19:30:00,214.97544,14.49,23.49,0
2022-07-31 20:00:00,214.97544,14.81,23.48,0
2022-07-31 20:30:00,214.79255999999998,14.92,23.49,0
2022-07-31 21:00:00,214.85352,14.81,23.49,0
2022-07-31 21:30:00,214.82304,14.79,23.48,0
2022-07-31 22:00:00,214.884,14.59,23.53,0
2022-07-31 22:30:00,214.85352,14.62,23.49,0
2022-07-31 23:00:00,214.73160000000001,14.5,23.53,0
2022-07-31 23:30:00,214.76208,14.45,23.53,0
2022-08-01 00:00:00,214.73160000000001,14.42,23.53,0
2022-08-01 00:30:00,214.82304,14.42,23.51,0
2022-08-01 01:00:00,215.06688,14.25,23.51,0
2022-08-01 01:30:00,215.49360000000001,14.11,23.55,0
2022-08-01 02:00:00,216.52992,13.85,23.64,0
2022-08-01 02:30:00,217.4748,13.8,23.63,0
2022-08-01 03:00:00,218.11488,13.71,23.61,0
2022-08-01 03:30:00,218.5416,13.55,23.66,0
2022-08-01 04:00:00,218.51111999999998,13.44,23.63,0
2022-08-01 04:30:00,218.32824000000002,13.24,23.65,0
2022-08-01 05:00:00,218.60255999999998,13.1,23.64,0
2022-08-01 05:30:00,219.05976,12.97,23.67,0
2022-08-01 06:00:00,219.27312,12.86,23.67,0
2022-08-01 06:30:00,219.39504000000002,12.75,23.68,0
2022-08-01 07:00:00,219.69984,12.67,23.67,0
2022-08-01 07:30:00,220.03512,12.53,23.68,0
2022-08-01 08:00:00,220.15704,12.37,23.7,0
2022-08-01 08:30:00,219.60840000000002,12.26,23.68,0
2022-08-01 09:00:00,219.79128,12.1,23.73,0
2022-08-01 09:30:00,219.57792,11.99,23.73,0
2022-08-01 10:00:00,219.69984,11.93,23.7,0
2022-08-01 10:30:00,219.36456,11.8,23.75,0
2022-08-01 11:00:00,219.54744000000002,11.71,23.76,0
2022-08-01 11:30:00,219.15120000000002,11.71,23.74,0
2022-08-01 12:00:00,218.93784,11.68,23.74,0
2022-08-01 12:30:00,218.78544,11.63,23.79,0
2022-08-01 13:00:00,218.5416,11.63,23.76,0
2022-08-01 13:30:00,218.38920000000002,11.6,23.78,0
2022-08-01 14:00:00,218.17584000000002,11.63,23.78,0
2022-08-01 14:30:00,218.11488,11.68,23.74,0
2022-08-01 15:00:00,218.02344,11.65,23.77,0
2022-08-01 15:30:00,217.50528,11.68,23.79,0
2022-08-01 16:00:00,217.65768,11.81,23.79,0
2022-08-01 16:30:00,217.29191999999998,11.92,23.84,0
2022-08-01 17:00:00,216.95664000000002,12.08,23.87,0
2022-08-01 17:30:00,217.01760000000002,12.22,23.96,0
2022-08-01 18:00:00,216.56040000000002,12.38,23.94,0
2022-08-01 18:30:00,216.56040000000002,12.41,23.94,0
2022-08-01 19:00:00,216.83472,12.27,24.04,0
2022-08-01 19:30:00,218.23680000000002,12.27,23.99,0
2022-08-01 20:00:00,218.11488,12.31,24.01,0
2022-08-01 20:30:00,217.90152,12.47,24.03,0
2022-08-01 21:00:00,217.59672,12.53,24.02,0
2022-08-01 21:30:00,218.45016,12.45,24.05,0
2022-08-01 22:00:00,220.18752,12.42,24.01,0
2022-08-01 22:30:00,221.40672,12.31,24.02,0
2022-08-01 23:00:00,226.34448,12.2,24.02,0
2022-08-01 23:30:00,230.85551999999998,12.17,23.95,0
2022-08-02 00:00:00,234.26928,12.01,23.82,0
2022-08-02 00:30:00,236.46384,11.93,23.65,0
2022-08-02 01:00:00,237.80496,11.79,23.79,0
2022-08-02 01:30:00,236.6772,11.52,23.53,0
2022-08-02 02:00:00,235.76280000000003,11.33,23.73,0
2022-08-02 02:30:00,234.696,11.22,23.9,0
2022-08-02 03:00:00,233.7816,11.08,24.03,0
2022-08-02 03:30:00,232.8672,11.06,24.11,0
2022-08-02 04:00:00,232.44048,10.95,24.28,0
2022-08-02 04:30:00,231.52608,10.82,24.39,0
2022-08-02 05:00:00,230.58120000000002,10.74,24.44,0
2022-08-02 05:30:00,230.18496,10.63,24.44,0
2022-08-02 06:00:00,229.51440000000002,10.53,24.46,0
2022-08-02 06:30:00,228.99624,10.39,24.48,0
2022-08-02 07:00:00,228.05136000000002,10.36,24.43,0
2022-08-02 07:30:00,228.05136000000002,10.28,24.41,0
2022-08-02 08:00:00,227.31984,10.18,24.41,0
2022-08-02 08:30:00,226.98456000000002,10.12,24.37,0
2022-08-02 09:00:00,226.25304,10.04,24.33,0
2022-08-02 09:30:00,225.82632,9.91,24.34,0
2022-08-02 10:00:00,225.46056000000002,9.78,24.34,0
2022-08-02 10:30:00,225.00336,9.75,24.27,0
2022-08-02 11:00:00,224.48520000000002,9.59,24.3,0
2022-08-02 11:30:00,224.24136000000001,9.49,24.29,0
2022-08-02 12:00:00,224.028,9.39,24.3,0
2022-08-02 12:30:00,223.69272,9.36,24.23,0
2022-08-02 13:00:00,222.86976,9.28,24.19,0
2022-08-02 13:30:00,222.56495999999999,9.15,24.22,0
2022-08-02 14:00:00,222.6564,9.1,24.22,0
2022-08-02 14:30:00,222.1992,9.12,24.11,0
2022-08-02 15:00:00,222.13824000000002,9.09,24.08,0
2022-08-02 15:30:00,221.55912,9.14,24.12,0
2022-08-02 16:00:00,221.49816,9.43,24.08,0
2022-08-02 16:30:00,221.31528,9.72,24.14,0
2022-08-02 17:00:00,220.67520000000002,10.06,24.13,0
2022-08-02 17:30:00,220.73616,10.52,24.12,0
2022-08-02 18:00:00,220.40088,11.02,24.14,0
2022-08-02 18:30:00,219.79128,11.72,24.22,0
2022-08-02 19:00:00,220.15704,12.54,24.28,0
2022-08-02 19:30:00,219.66936,12.9,24.27,0
2022-08-02 20:00:00,219.54744000000002,13.1,24.26,0
2022-08-02 20:30:00,219.24264,13.24,24.31,0
2022-08-02 21:00:00,218.8464,13.27,24.29,0
2022-08-02 21:30:00,218.81592,13.24,24.29,0
2022-08-02 22:00:00,218.694,13.21,24.3,0
2022-08-02 22:30:00,218.38920000000002,13.1,24.34,0
2022-08-02 23:00:00,218.26728,13.18,24.35,0
2022-08-02 23:30:00,217.96248,13.24,24.37,0
2022-08-03 00:00:00,217.65768,13.18,24.35,0
2022-08-03 00:30:00,217.68816,12.96,24.4,0
2022-08-03 01:00:00,217.4748,12.96,24.37,0
2022-08-03 01:30:00,217.26144,12.8,24.39,0
2022-08-03 02:00:00,217.23096,12.6,24.38,0
2022-08-03 02:30:00,217.53575999999998,12.47,24.36,0
2022-08-03 03:00:00,217.44432,12.27,24.38,0
2022-08-03 03:30:00,217.3224,12.08,24.38,0
2022-08-03 04:00:00,217.41384,11.9,24.37,0
2022-08-03 04:30:00,217.20048000000003,11.71,24.36,0
2022-08-03 05:00:00,217.26144,11.52,24.37,0
2022-08-03 05:30:00,217.41384,11.36,24.37,0
2022-08-03 06:00:00,217.41384,11.2,24.36,0
2022-08-03 06:30:00,217.56624,11.12,24.35,0
2022-08-03 07:00:00,217.7796,10.98,24.38,0
2022-08-03 07:30:00,217.81008,10.88,24.37,0
2022-08-03 08:00:00,217.93200000000002,10.71,24.4,0
2022-08-03 08:30:00,218.23680000000002,10.66,24.36,0
2022-08-03 09:00:00,218.17584000000002,10.55,24.34,0
2022-08-03 09:30:00,218.41968000000003,10.39,24.38,0
2022-08-03 10:00:00,218.48064,10.34,24.34,0
2022-08-03 10:30:00,218.45016,10.26,24.34,0
2022-08-03 11:00:00,218.51111999999998,10.15,24.38,0
2022-08-03 11:30:00,218.20632,10.12,24.34,0
2022-08-03 12:00:00,218.20632,10.07,24.34,0
2022-08-03 12:30:00,218.20632,9.99,24.37,0
2022-08-03 13:00:00,217.96248,9.96,24.36,0
2022-08-03 13:30:00,217.81008,9.91,24.38,0
2022-08-03 14:00:00,217.7796,9.91,24.36,0
2022-08-03 14:30:00,217.38335999999998,9.88,24.36,0
2022-08-03 15:00:00,217.13952,9.91,24.34,0
2022-08-03 15:30:00,217.20048000000003,9.96,24.37,0
2022-08-03 16:00:00,217.04808000000003,10.06,24.42,0
2022-08-03 16:30:00,216.71280000000002,10.32,24.44,0
2022-08-03 17:00:00,216.46896,10.54,24.51,0
2022-08-03 17:30:00,216.31656,11.02,24.52,0
2022-08-03 18:00:00,215.95080000000002,11.48,24.65,0
2022-08-03 18:30:00,215.92032,11.96,24.78,0
2022-08-03 19:00:00,215.88984000000002,12.62,24.89,0
2022-08-03 19:30:00,215.58504000000002,13.09,25.1,0
2022-08-03 20:00:00,215.34120000000001,13.48,25.03,0
2022-08-03 20:30:00,215.55456,13.65,25.08,0
2022-08-03 21:00:00,214.97544,13.76,25.04,0
2022-08-03 21:30:00,214.79255999999998,13.82,25.01,0
2022-08-03 22:00:00,214.884,13.85,25.0,0
2022-08-03 22:30:00,216.04224,12.69,24.87,0
2022-08-03 23:00:00,215.85936,13.35,24.9,0
2022-08-03 23:30:00,215.61552,13.46,24.94,0
2022-08-04 00:00:00,217.07856,13.3,25.0,0
2022-08-04 00:30:00,219.51696,13.43,24.87,0
2022-08-04 01:00:00,221.86392,13.3,24.9,0
2022-08-04 01:30:00,224.08896000000001,13.03,24.94,0
2022-08-04 02:00:00,225.3996,12.86,24.98,0
2022-08-04 02:30:00,226.314,12.78,24.98,0
2022-08-04 03:00:00,226.98456000000002,12.69,25.01,0
2022-08-04 03:30:00,228.08184,12.59,25.07,0
2022-08-04 04:00:00,229.39248,12.42,25.11,0
2022-08-04 04:30:00,230.21544,12.18,25.16,0
2022-08-04 05:00:00,229.78871999999998,12.1,25.11,0
2022-08-04 05:30:00,229.91064,11.82,25.22,0
2022-08-04 06:00:00,229.84968,11.66,25.21,0
2022-08-04 06:30:00,230.00208,11.47,25.21,0
2022-08-04 07:00:00,229.57536000000002,11.25,25.23,0
2022-08-04 07:30:00,229.30104,11.09,25.24,0
2022-08-04 08:00:00,228.6,10.96,25.2,0
2022-08-04 08:30:00,228.6,10.79,25.2,0
2022-08-04 09:00:00,228.11232,10.71,25.14,0
2022-08-04 09:30:00,226.98456000000002,10.55,25.19,0
2022-08-04 10:00:00,227.10648,10.47,25.15,0
2022-08-04 10:30:00,227.07600000000002,10.42,25.08,0
2022-08-04 11:00:00,226.6188,10.26,25.12,0
2022-08-04 11:30:00,225.97871999999998,10.23,25.06,0
2022-08-04 12:00:00,224.88144,10.12,25.07,0
2022-08-04 12:30:00,225.15576,10.07,25.04,0
2022-08-04 13:00:00,225.03384,9.96,25.03,0
2022-08-04 13:30:00,224.24136000000001,9.88,25.02,0
2022-08-04 14:00:00,223.66224,9.83,25.02,0
2022-08-04 14:30:00,223.5708,9.8,25.0,0
2022-08-04 15:00:00,223.32696,9.8,24.97,0
2022-08-04 15:30:00,223.08312,9.94,24.97,0
2022-08-04 16:00:00,222.22968,10.07,25.06,0
2022-08-04 16:30:00,222.01632,10.44,25.01,0
2022-08-04 17:00:00,221.98584000000002,10.89,25.01,0
2022-08-04 17:30:00,221.89440000000002,11.46,25.0,0
2022-08-04 18:00:00,221.34575999999998,11.86,25.03,0
2022-08-04 18:30:00,221.01048,12.14,25.04,0
2022-08-04 19:00:00,220.79712,12.41,25.07,0
2022-08-04 19:30:00,220.61424000000002,12.69,25.02,0
2022-08-04 20:00:00,220.24848,12.93,25.08,0
2022-08-04 20:30:00,220.24848,13.02,25.08,0
2022-08-04 21:00:00,221.31528,12.85,25.04,0
2022-08-04 21:30:00,220.82760000000002,12.6,25.1,0
2022-08-04 22:00:00,224.11944,11.95,25.02,0
2022-08-04 22:30:00,225.43008,11.35,25.04,0
2022-08-04 23:00:00,225.43008,11.49,25.06,0
2022-08-04 23:30:00,232.2576,11.57,25.06,0
2022-08-05 00:00:00,238.41456,11.5,25.08,0
2022-08-05 00:30:00,249.63119999999998,11.47,25.18,0
2022-08-05 01:00:00,254.2032,11.25,25.02,0
2022-08-05 01:30:00,256.03200000000004,11.2,21.27,0
2022-08-05 02:00:00,258.16560000000004,10.98,18.35,0
2022-08-05 02:30:00,257.86080000000004,10.82,16.87,0
2022-08-05 03:00:00,258.47040000000004,10.63,15.22,0
2022-08-05 03:30:00,258.47040000000004,10.58,13.78,0
2022-08-05 04:00:00,258.16560000000004,10.47,13.11,0
2022-08-05 04:30:00,257.2512,10.34,12.79,0
2022-08-05 05:00:00,255.7272,10.26,12.6,0
2022-08-05 05:30:00,254.2032,10.2,12.57,0
2022-08-05 06:00:00,252.67919999999998,10.07,12.54,0
2022-08-05 06:30:00,250.8504,10.04,12.58,0
2022-08-05 07:00:00,250.54560000000004,9.96,12.61,0
2022-08-05 07:30:00,248.7168,9.91,12.71,0
2022-08-05 08:00:00,246.5832,9.88,12.78,0
2022-08-05 08:30:00,245.05919999999998,9.8,12.88,0
2022-08-05 09:00:00,243.19992000000002,9.78,12.97,0
2022-08-05 09:30:00,243.3828,9.75,13.04,0
2022-08-05 10:00:00,241.73688,9.72,13.13,0
2022-08-05 10:30:00,241.03584,9.67,13.23,0
2022-08-05 11:00:00,238.9632,9.64,13.33,0
2022-08-05 11:30:00,239.20704,9.67,13.42,0
2022-08-05 12:00:00,239.38992000000002,9.56,13.56,0
2022-08-05 12:30:00,239.7252,9.56,13.67,0
2022-08-05 13:00:00,241.21872,9.54,13.76,0
2022-08-05 13:30:00,241.49304,9.48,13.81,0
2022-08-05 14:00:00,245.9736,9.48,13.87,0
2022-08-05 14:30:00,248.10720000000003,9.48,13.93,0
2022-08-05 15:00:00,249.93599999999998,9.43,14.08,0
2022-08-05 15:30:00,251.46,9.4,14.22,0
2022-08-05 16:00:00,249.93599999999998,9.4,14.4,0
2022-08-05 16:30:00,250.8504,9.35,14.61,0
2022-08-05 17:00:00,247.80240000000003,9.38,14.76,0
2022-08-05 17:30:00,248.412,9.35,14.92,0
2022-08-05 18:00:00,249.0216,9.4,15.01,0
2022-08-05 18:30:00,249.63119999999998,9.45,15.12,0
2022-08-05 19:00:00,249.63119999999998,9.51,15.2,0
2022-08-05 19:30:00,252.37439999999998,9.53,15.3,0
2022-08-05 20:00:00,254.2032,9.61,15.36,0
2022-08-05 20:30:00,255.7272,9.72,15.4,0
2022-08-05 21:00:00,256.03200000000004,9.82,15.44,0
2022-08-05 21:30:00,257.2512,9.83,15.49,0
2022-08-05 22:00:00,256.03200000000004,9.83,15.52,0
2022-08-05 22:30:00,256.6416,9.85,15.48,0
2022-08-05 23:00:00,254.81279999999998,9.82,15.49,0
2022-08-05 23:30:00,255.11759999999998,9.82,15.48,0
2022-08-06 00:00:00,253.8984,9.74,15.53,0
2022-08-06 00:30:00,252.67919999999998,9.77,15.54,0
2022-08-06 01:00:00,250.8504,9.85,15.54,0
2022-08-06 01:30:00,251.1552,9.82,15.6,0
2022-08-06 02:00:00,249.3264,9.77,15.63,0
2022-08-06 02:30:00,247.80240000000003,9.69,15.66,0
2022-08-06 03:00:00,246.888,9.58,15.7,0
2022-08-06 03:30:00,245.9736,9.51,15.74,0
2022-08-06 04:00:00,244.75439999999998,9.48,15.75,0
2022-08-06 04:30:00,243.84,9.4,15.79,0
2022-08-06 05:00:00,242.95608000000001,9.35,15.79,0
2022-08-06 05:30:00,241.79784,9.22,15.85,0
2022-08-06 06:00:00,240.91392,9.09,15.85,0
2022-08-06 06:30:00,240.60912000000002,8.9,15.9,0
2022-08-06 07:00:00,238.8108,8.77,15.93,0
2022-08-06 07:30:00,238.53647999999998,8.72,15.95,0
2022-08-06 08:00:00,238.6584,8.59,15.98,0
2022-08-06 08:30:00,237.8964,8.46,16.02,0
2022-08-06 09:00:00,237.37824,8.38,16.03,0
2022-08-06 09:30:00,236.8296,8.31,16.06,0
2022-08-06 10:00:00,235.458,8.2,16.1,0
2022-08-06 10:30:00,234.51312000000001,7.995,16.13,0
2022-08-06 11:00:00,235.0008,7.838,16.12,0
2022-08-06 11:30:00,234.33024,7.577,16.18,0
2022-08-06 12:00:00,233.53776,7.42,16.19,0
2022-08-06 12:30:00,232.62336,7.264,16.18,0
2022-08-06 13:00:00,232.13567999999998,7.086,16.21,0
2022-08-06 13:30:00,232.44048,6.958,16.25,0
2022-08-06 14:00:00,232.77576,6.857,16.27,0
2022-08-06 14:30:00,231.28224,6.756,16.3,0
2022-08-06 15:00:00,231.00791999999998,6.756,16.3,0
2022-08-06 15:30:00,231.06888,6.883,16.35,0
2022-08-06 16:00:00,230.55072,7.162,16.41,0
2022-08-06 16:30:00,230.06304,7.498,16.46,0
2022-08-06 17:00:00,229.84968,7.917,16.51,0
2022-08-06 17:30:00,229.17912,8.4,16.57,0
2022-08-06 18:00:00,229.24008,8.97,16.67,0
2022-08-06 18:30:00,229.02672,9.63,16.73,0
2022-08-06 19:00:00,228.87432,10.35,16.81,0
2022-08-06 19:30:00,228.47808,11.21,16.92,0
2022-08-06 20:00:00,227.80752,12.03,16.98,0
2022-08-06 20:30:00,227.16744,12.6,17.09,0
2022-08-06 21:00:00,227.99040000000002,13.07,17.15,0
2022-08-06 21:30:00,226.86264,13.29,17.25,0
2022-08-06 22:00:00,226.6188,13.4,17.29,0
2022-08-06 22:30:00,226.37496,13.4,17.37,0
2022-08-06 23:00:00,226.6188,13.37,17.42,0
2022-08-06 23:30:00,225.73488,13.26,17.45,0
2022-08-07 00:00:00,225.30816000000002,13.21,17.53,0
